Jurkat_T_cell	Memory_T_cell	Naive_T_cell	Th17_T_cell
chr12_95728107_95728607	0	0	0	0
chr12_95822204_95822704	0	0	0	0
chr12_95867613_95868113	1	0	1	1
chr12_95907320_95907820	0	0	0	0
chr12_95928098_95928598	0	0	0	0
chr12_95942359_95942859	0	0	1	0
chr12_96199468_96199968	0	0	0	0
chr12_96252390_96252890	1	0	1	1
chr12_96312185_96312685	0	0	0	0
chr12_96336777_96337277	0	1	1	0
chr12_96392374_96392874	0	0	0	0
chr12_96429369_96429869	1	1	1	1
chr12_96441349_96441849	0	0	0	0
chr12_96455565_96456065	0	0	1	0
chr12_96527869_96528369	0	0	0	0
chr12_96556496_96556996	0	0	0	0
chr12_96570698_96571198	0	0	1	0
chr12_96589122_96589622	0	0	1	1
chr12_96608902_96609402	0	0	1	0
chr12_96629986_96630486	1	0	0	0
chr12_96631495_96631995	0	0	0	0
chr12_96635629_96636129	0	0	1	1
chr12_96688746_96689246	0	0	0	0
chr12_96709833_96710333	1	0	1	0
chr12_96720608_96721108	0	0	0	0
chr12_96771451_96771951	1	0	1	0
chr12_96794107_96794607	0	0	0	0
chr12_96795002_96795502	0	0	0	0
chr12_96827899_96828399	0	0	1	0
chr12_96839451_96839951	0	1	1	1
chr12_96878818_96879318	0	0	0	0
chr12_96883015_96883515	1	1	1	1
chr12_96894804_96895304	0	0	0	0
chr12_96910409_96910909	0	0	0	0
chr12_96972250_96972750	0	0	0	0
chr12_97092567_97093067	0	0	0	0
chr12_97113601_97114101	0	0	0	0
chr12_97217729_97218229	1	0	0	0
chr12_97251688_97252188	1	0	0	0
chr12_97300546_97301046	0	0	0	0
chr12_97379162_97379662	0	0	0	0
chr12_97542666_97543166	0	0	0	0
chr12_98149966_98150466	1	0	0	0
chr12_98205501_98206001	0	0	0	0
chr12_98791192_98791692	1	0	0	0
chr12_98793263_98793763	0	0	0	0
chr12_98818529_98819029	0	0	0	0
chr12_98833572_98834072	1	0	0	1
chr12_98840519_98841019	0	0	0	0
chr12_98857910_98858410	0	0	0	1
chr12_98884679_98885179	0	0	0	0
chr12_98897127_98897627	1	0	1	0
chr12_98909036_98909536	1	0	1	0
chr12_98910073_98910573	1	0	1	1
chr12_98960542_98961042	0	0	0	0
chr12_98987164_98987664	1	1	1	1
chr12_99016499_99016999	0	0	0	0
chr12_99038529_99039029	1	1	1	0
chr12_99119581_99120081	0	0	0	0
chr12_99348988_99349488	0	0	0	0
chr12_99437080_99437580	0	0	0	0
chr12_99492918_99493418	0	0	0	0
chr12_100124576_100125076	0	0	0	1
chr12_100521744_100522244	0	0	0	0
chr12_100536504_100537004	1	0	1	0
chr12_100548495_100548995	1	0	0	0
chr12_100557584_100558084	0	0	0	0
chr12_100593592_100594092	0	0	0	0
chr12_100594249_100594749	1	0	1	1
chr12_100660638_100661138	1	1	1	1
chr12_100793809_100794309	0	0	0	0
chr12_100967351_100967851	0	0	1	0
chr12_101202831_101203331	0	0	0	0
chr12_101381562_101382062	0	0	0	0
chr12_101667018_101667518	0	0	0	0
chr12_101673607_101674107	1	0	1	1
chr12_101681260_101681760	0	0	0	1
chr12_101722549_101723049	0	0	0	0
chr12_101801323_101801823	0	0	0	0
chr12_101972047_101972547	0	0	0	0
chr12_102064941_102065441	0	0	0	0
chr12_102072477_102072977	0	0	0	0
chr12_102091006_102091506	0	0	0	0
chr12_102167314_102167814	0	0	0	0
chr12_102217635_102218135	1	0	1	0
chr12_102224410_102224910	1	1	1	0
chr12_102233484_102233984	0	0	1	0
chr12_102271083_102271583	0	0	1	0
chr12_102311431_102311931	0	0	0	0
chr12_102437655_102438155	0	0	0	0
chr12_102443995_102444495	0	0	0	0
chr12_102453111_102453611	0	0	0	0
chr12_102455475_102455975	1	1	1	0
chr12_102513812_102514312	1	1	1	1
chr12_102799533_102800033	0	0	0	0
chr12_102826528_102827028	0	0	0	0
chr12_102852133_102852633	0	0	0	0
chr12_102872583_102873083	1	0	0	0
chr12_102892164_102892664	0	0	0	0
chr12_103085738_103086238	0	0	0	0
chr12_103130128_103130628	0	0	0	0
chr12_103828454_103828954	0	0	0	0
chr12_103889084_103889584	0	0	0	0
chr12_103942340_103942840	0	0	0	0
chr12_103968999_103969499	0	0	0	0
chr12_104026296_104026796	0	0	0	0
chr12_104193909_104194409	0	0	0	0
chr12_104234680_104235180	0	0	1	0
chr12_104271655_104272155	0	0	0	0
chr12_104295503_104296003	0	0	0	0
chr12_104323324_104323824	1	1	1	0
chr12_104350831_104351331	0	0	1	0
chr12_104359534_104360034	1	1	1	1
chr12_104458155_104458655	0	0	1	0
chr12_104502868_104503368	0	0	0	0
chr12_104531798_104532298	1	0	1	1
chr12_104594921_104595421	0	0	0	0
chr12_104609283_104609783	0	0	1	0
chr12_104680308_104680808	1	1	1	1
chr12_104682391_104682891	0	0	1	0
chr12_104697256_104697756	0	1	1	0
chr12_104752047_104752547	0	1	0	0
chr12_104765779_104766279	1	0	0	0
chr12_104809727_104810227	1	0	0	0
chr12_104850410_104850910	0	0	0	0
chr12_104861281_104861781	0	0	0	0
chr12_104872091_104872591	0	0	0	0
chr12_104879384_104879884	1	0	0	0
chr12_104884529_104885029	0	0	0	0
chr12_104891344_104891844	0	0	0	0
chr12_104892028_104892528	1	0	0	0
chr12_104913020_104913520	0	0	0	0
chr12_104963449_104963949	1	0	0	0
chr12_104975857_104976357	0	0	0	0
chr12_104998287_104998787	1	0	0	0
chr12_105037960_105038460	1	0	0	0
chr12_105063778_105064278	0	0	0	0
chr12_105065100_105065600	0	0	0	0
chr12_105076570_105077070	1	0	1	0
chr12_105089283_105089783	0	0	1	0
chr12_105114128_105114628	1	1	1	0
chr12_105143832_105144332	0	0	0	0
chr12_105352134_105352634	0	0	0	1
chr12_105379940_105380440	0	0	1	0
chr12_105446776_105447276	0	0	0	0
chr12_105501244_105501744	0	0	1	0
chr12_105569356_105569856	1	0	0	0
chr12_105629748_105630248	0	0	0	0
chr12_105713552_105714052	0	0	0	0
chr12_105724083_105724583	1	0	1	0
chr12_105777068_105777568	0	0	0	0
chr12_105814368_105814868	0	0	0	0
chr12_105870303_105870803	0	0	0	0
chr12_105963616_105964116	0	0	0	0
chr12_106329685_106330185	0	0	0	0
chr12_106617821_106618321	0	0	0	0
chr12_106621331_106621831	0	0	0	0
chr12_106641636_106642136	0	0	0	0
chr12_106642423_106642923	0	0	1	0
chr12_106695511_106696011	0	0	1	0
chr12_106696169_106696669	1	0	1	0
chr12_106697050_106697550	0	0	1	0
chr12_106751369_106751869	1	0	1	0
chr12_107130102_107130602	0	0	0	0
chr12_107141572_107142072	0	0	1	1
chr12_107153824_107154324	1	0	1	0
chr12_107167914_107168414	0	1	1	0
chr12_107168731_107169231	0	0	0	0
chr12_107183619_107184119	0	0	0	0
chr12_107208969_107209469	0	0	0	0
chr12_107297285_107297785	0	0	0	0
chr12_107349289_107349789	0	0	0	0
chr12_107380717_107381217	0	0	1	1
chr12_107407818_107408318	0	0	0	0
chr12_107421284_107421784	1	1	1	1
chr12_107450259_107450759	0	0	0	0
chr12_107472894_107473394	0	0	0	0
chr12_107485727_107486227	1	0	0	0
chr12_107486376_107486876	0	0	0	1
chr12_107487269_107487769	1	1	1	1
chr12_107711901_107712401	0	0	1	0
chr12_107713875_107714375	0	0	0	0
chr12_107714703_107715203	0	0	1	0
chr12_107724820_107725320	1	0	0	0
chr12_107766096_107766596	0	0	0	0
chr12_107796122_107796622	0	0	0	0
chr12_107933435_107933935	0	0	0	0
chr12_107952595_107953095	0	0	0	0
chr12_107965161_107965661	0	0	0	0
chr12_108012072_108012572	0	0	0	0
chr12_108054559_108055059	0	0	0	0
chr12_108064488_108064988	0	0	0	0
chr12_108079277_108079777	1	1	1	0
chr12_108154783_108155283	0	0	1	0
chr12_108306236_108306736	1	0	0	0
chr12_108513004_108513504	0	1	0	0
chr12_108707350_108707850	0	0	0	0
chr12_108761121_108761621	0	0	0	0
chr12_108850962_108851462	0	0	0	0
chr12_108908640_108909140	1	1	1	1
chr12_108941282_108941782	0	0	0	0
chr12_108954956_108955456	0	0	0	0
chr12_108956054_108956554	0	0	0	0
chr12_108957229_108957729	0	0	0	0
chr12_108962524_108963024	1	0	0	1
chr12_109010946_109011446	0	0	0	1
chr12_109023468_109023968	0	0	0	0
chr12_109025685_109026185	0	0	0	0
chr12_109027471_109027971	0	1	1	1
chr12_109058504_109059004	0	0	0	0
chr12_109083531_109084031	1	0	0	0
chr12_109090179_109090679	1	0	0	0
chr12_109095905_109096405	0	0	0	0
chr12_109125437_109125937	1	1	1	1
chr12_109197222_109197722	0	0	0	0
chr12_109232049_109232549	0	0	0	0
chr12_109251263_109251763	0	0	1	0
chr12_109278153_109278653	0	0	0	0
chr12_109333248_109333748	0	0	0	0
chr12_109344841_109345341	0	0	0	0
chr12_109490428_109490928	1	0	0	0
chr12_109491580_109492080	0	0	0	0
chr12_109531039_109531539	1	0	1	0
chr12_109535579_109536079	0	0	1	0
chr12_109548977_109549477	0	0	1	0
chr12_109592425_109592925	0	0	1	0
chr12_109865773_109866273	0	0	0	0
chr12_109887863_109888363	0	0	0	0
chr12_109900966_109901466	0	0	0	0
chr12_109915020_109915520	1	0	1	0
chr12_109921974_109922474	0	0	0	0
chr12_109990056_109990556	0	0	0	0
chr12_110011018_110011518	1	1	1	1
chr12_110035476_110035976	0	0	0	0
chr12_110151158_110151658	0	1	1	1
chr12_110174280_110174780	0	0	0	0
chr12_110213028_110213528	0	0	0	0
chr12_110215209_110215709	0	0	0	0
chr12_110264940_110265440	0	0	0	0
chr12_110282970_110283470	0	0	1	0
chr12_110318200_110318700	0	1	1	1
chr12_110337970_110338470	1	1	1	0
chr12_110353779_110354279	0	0	0	0
chr12_110382677_110383177	0	0	0	0
chr12_110402084_110402584	0	0	0	1
chr12_110419080_110419580	0	0	0	0
chr12_110433923_110434423	0	0	0	0
chr12_110436727_110437227	0	0	1	0
chr12_110486111_110486611	0	0	1	0
chr12_110517359_110517859	0	1	1	1
chr12_110538149_110538649	0	0	0	0
chr12_110540016_110540516	0	0	0	0
chr12_110544811_110545311	0	0	0	0
chr12_110561819_110562319	1	0	1	0
chr12_110683238_110683738	0	0	0	0
chr12_110718627_110719127	0	0	1	0
chr12_110733985_110734485	0	0	0	0
chr12_110787658_110788158	0	0	0	0
chr12_110792796_110793296	0	0	0	0
chr12_110841239_110841739	1	0	1	0
chr12_110869256_110869756	1	0	1	0
chr12_110887411_110887911	0	0	1	0
chr12_110887951_110888451	1	0	1	0
chr12_110894331_110894831	0	0	0	0
chr12_110906014_110906514	1	0	1	1
chr12_110906860_110907360	0	0	0	0
chr12_110939724_110940224	1	0	1	1
chr12_110950118_110950618	0	0	0	0
chr12_110972142_110972642	0	0	0	0
chr12_110989907_110990407	0	0	0	0
chr12_111020938_111021438	1	0	1	1
chr12_111028573_111029073	0	0	1	0
chr12_111051594_111052094	1	0	1	0
chr12_111085333_111085833	0	0	0	0
chr12_111115328_111115828	0	0	0	0
chr12_111127304_111127804	0	0	0	0
chr12_111136017_111136517	1	0	1	0
chr12_111158373_111158873	0	0	0	1
chr12_111180545_111181045	0	0	1	1
chr12_111210810_111211310	0	0	0	0
chr12_111218175_111218675	0	0	0	0
chr12_111264431_111264931	0	0	1	1
chr12_111325712_111326212	0	0	0	0
chr12_111332094_111332594	0	0	0	0
chr12_111343749_111344249	0	0	0	0
chr12_111374841_111375341	0	0	0	0
chr12_111461949_111462449	0	0	0	0
chr12_111494838_111495338	0	0	0	0
chr12_111506011_111506511	0	0	0	0
chr12_111670158_111670658	0	0	0	0
chr12_111685547_111686047	0	0	0	0
chr12_111736582_111737082	0	0	0	0
chr12_111751498_111751998	0	0	0	0
chr12_111768902_111769402	0	0	0	0
chr12_111775712_111776212	0	0	0	0
chr12_111806733_111807233	0	0	0	0
chr12_111834684_111835184	0	0	0	0
chr12_111843202_111843702	1	1	1	1
chr12_111868490_111868990	0	0	1	0
chr12_111872595_111873095	0	1	1	1
chr12_111876236_111876736	0	0	0	0
chr12_111882577_111883077	0	0	1	0
chr12_111889387_111889887	0	0	0	0
chr12_112037246_112037746	1	0	0	0
chr12_112044986_112045486	0	0	0	0
chr12_112123684_112124184	1	0	1	1
chr12_112204323_112204823	0	0	0	0
chr12_112250875_112251375	0	0	0	0
chr12_112272353_112272853	0	0	0	0
chr12_112279615_112280115	0	0	1	1
chr12_112280295_112280795	0	0	0	0
chr12_112362796_112363296	0	0	0	0
chr12_112382965_112383465	0	0	0	0
chr12_112431440_112431940	0	0	1	0
chr12_112440208_112440708	0	0	0	0
chr12_112450845_112451345	1	1	1	1
chr12_112451837_112452337	0	0	0	0
chr12_112460363_112460863	0	0	0	1
chr12_112546408_112546908	1	1	1	0
chr12_112547003_112547503	0	0	1	0
chr12_112554329_112554829	0	0	0	0
chr12_112563023_112563523	1	1	1	1
chr12_112568336_112568836	0	0	1	1
chr12_112596535_112597035	0	0	0	0
chr12_112635902_112636402	0	0	0	0
chr12_112662449_112662949	0	0	0	0
chr12_112740863_112741363	0	0	0	0
chr12_112811267_112811767	0	0	0	0
chr12_112819975_112820475	0	0	0	1
chr12_112825205_112825705	1	1	0	0
chr12_112847196_112847696	1	0	1	0
chr12_112856400_112856900	0	0	0	0
chr12_113122451_113122951	0	0	0	0
chr12_113154210_113154710	0	0	0	0
chr12_113319448_113319948	0	0	0	1
chr12_113344484_113344984	0	0	0	0
chr12_113375952_113376452	0	0	1	0
chr12_113415972_113416472	0	1	1	0
chr12_113426026_113426526	0	0	0	0
chr12_113430581_113431081	0	0	0	0
chr12_113478346_113478846	0	0	0	1
chr12_113494458_113494958	0	0	0	0
chr12_113536080_113536580	0	0	0	0
chr12_113541500_113542000	0	0	0	0
chr12_113567059_113567559	0	0	0	0
chr12_113573335_113573835	0	0	1	0
chr12_113587230_113587730	0	0	0	0
chr12_113590566_113591066	0	0	1	0
chr12_113612143_113612643	0	0	0	0
chr12_113622440_113622940	1	1	1	0
chr12_113623265_113623765	0	0	0	0
chr12_113634670_113635170	0	0	0	0
chr12_113646016_113646516	1	0	1	0
chr12_113658875_113659375	1	1	1	1
chr12_113670970_113671470	0	0	1	1
chr12_113684830_113685330	0	0	0	0
chr12_113716444_113716944	1	0	0	0
chr12_113772743_113773243	0	0	1	1
chr12_113796045_113796545	0	0	1	0
chr12_113853980_113854480	0	0	0	0
chr12_113856058_113856558	0	0	0	0
chr12_114047151_114047651	0	0	0	0
chr12_114403988_114404488	1	0	1	1
chr12_114793542_114794042	0	0	0	0
chr12_115121866_115122366	0	1	0	0
chr12_115813061_115813561	1	0	0	0
chr12_116104052_116104552	0	0	0	0
chr12_116498491_116498991	0	0	0	0
chr12_116504463_116504963	0	0	0	0
chr12_116561142_116561642	0	0	0	0
chr12_116628970_116629470	0	0	0	0
chr12_116632824_116633324	0	0	0	0
chr12_116648575_116649075	0	0	0	0
chr12_116673923_116674423	0	0	0	0
chr12_116713897_116714397	0	0	0	0
chr12_116715235_116715735	0	0	0	0
chr12_116720384_116720884	0	0	0	0
chr12_116763005_116763505	0	0	0	0
chr12_116774438_116774938	0	0	0	0
chr12_116796726_116797226	0	0	0	0
chr12_116799045_116799545	1	0	0	0
chr12_116945912_116946412	0	0	0	0
chr12_116970940_116971440	0	0	0	0
chr12_116997370_116997870	1	1	1	0
chr12_117032047_117032547	0	0	1	0
chr12_117090547_117091047	0	0	0	0
chr12_117110866_117111366	0	0	0	0
chr12_117135079_117135579	0	0	0	0
chr12_117140938_117141438	0	0	0	0
chr12_117175707_117176207	1	1	1	1
chr12_117211808_117212308	0	0	0	0
chr12_117240793_117241293	0	0	0	0
chr12_117256601_117257101	0	0	0	0
chr12_117257138_117257638	0	0	1	0
chr12_117265590_117266090	0	0	0	0
chr12_117299084_117299584	0	0	0	0
chr12_117348570_117349070	0	0	0	0
chr12_117362264_117362764	1	0	1	0
chr12_117500840_117501340	0	0	0	0
chr12_117514764_117515264	0	0	0	0
chr12_117571942_117572442	0	0	0	0
chr12_117592957_117593457	0	0	0	0
chr12_117605681_117606181	0	0	0	0
chr12_117628091_117628591	1	0	1	0
chr12_117674203_117674703	1	0	0	0
chr12_117817761_117818261	0	0	0	0
chr12_118073349_118073849	0	0	0	0
chr12_118078079_118078579	0	0	0	0
chr12_118212786_118213286	1	0	0	0
chr12_118256098_118256598	1	0	0	0
chr12_118295410_118295910	0	0	0	0
chr12_118312616_118313116	0	0	0	0
chr12_118313564_118314064	1	0	0	0
chr12_118335448_118335948	0	0	0	0
chr12_118406686_118407186	0	0	0	0
chr12_118454185_118454685	1	0	1	1
chr12_118492914_118493414	0	0	0	0
chr12_118498380_118498880	0	0	0	0
chr12_118541219_118541719	0	0	0	0
chr12_118541853_118542353	0	0	0	0
chr12_118558549_118559049	0	0	0	0
chr12_118619996_118620496	0	0	0	0
chr12_118795221_118795721	0	0	0	0
chr12_118797300_118797800	0	0	0	0
chr12_118810430_118810930	1	1	1	1
chr12_118842628_118843128	0	0	0	0
chr12_119847943_119848443	0	1	0	0
chr12_119982758_119983258	0	0	0	0
chr12_120067217_120067717	0	0	0	0
chr12_120097054_120097554	0	0	0	0
chr12_120103332_120103832	1	0	0	0
chr12_120105400_120105900	1	1	1	1
chr12_120248042_120248542	0	0	0	0
chr12_120306808_120307308	0	0	0	0
chr12_120314916_120315416	1	0	1	0
chr12_120339773_120340273	0	0	0	0
chr12_120426294_120426794	1	1	1	1
chr12_120445009_120445509	0	0	0	0
chr12_120449991_120450491	0	1	1	1
chr12_120451526_120452026	0	0	0	0
chr12_120516625_120517125	1	0	0	0
chr12_120524736_120525236	1	1	1	1
chr12_120548313_120548813	0	0	0	0
chr12_120554529_120555029	0	0	1	0
chr12_120564417_120564917	0	0	0	0
chr12_120632261_120632761	0	0	0	0
chr12_120638939_120639439	1	1	1	1
chr12_120666061_120666561	0	0	0	0
chr12_120669134_120669634	0	0	0	0
chr12_120689681_120690181	1	0	1	1
chr12_120703465_120703965	0	0	0	0
chr12_120729401_120729901	1	1	1	0
chr12_120730711_120731211	0	0	1	0
chr12_120739838_120740338	0	0	1	0
chr12_120755257_120755757	1	1	1	1
chr12_120763180_120763680	0	0	0	0
chr12_120794255_120794755	0	0	0	0
chr12_120868145_120868645	0	0	0	0
chr12_120875532_120876032	1	1	1	0
chr12_120877436_120877936	0	0	0	0
chr12_120883966_120884466	0	0	0	0
chr12_120907368_120907868	1	0	1	1
chr12_120918707_120919207	1	0	0	0
chr12_120933587_120934087	1	0	1	1
chr12_120966714_120967214	0	1	1	0
chr12_120972537_120973037	0	0	0	0
chr12_120978749_120979249	0	0	0	0
chr12_120989553_120990053	0	0	0	0
chr12_121018995_121019495	1	0	1	1
chr12_121040154_121040654	0	0	0	0
chr12_121078053_121078553	0	0	0	0
chr12_121079118_121079618	0	0	0	0
chr12_121084669_121085169	0	0	0	0
chr12_121086926_121087426	0	0	1	0
chr12_121124330_121124830	1	1	1	1
chr12_121134165_121134665	0	0	0	0
chr12_121134689_121135189	0	0	0	0
chr12_121148009_121148509	0	0	0	0
chr12_121151638_121152138	0	0	0	0
chr12_121163336_121163836	0	0	1	0
chr12_121197464_121197964	1	0	0	0
chr12_121198218_121198718	1	0	0	0
chr12_121238910_121239410	0	0	0	0
chr12_121258887_121259387	0	0	0	0
chr12_121312471_121312971	0	0	0	0
chr12_121323834_121324334	0	0	0	0
chr12_121341050_121341550	0	0	0	0
chr12_121342011_121342511	1	0	0	0
chr12_121382252_121382752	0	0	0	0
chr12_121397503_121398003	1	1	0	0
chr12_121408648_121409148	0	0	0	0
chr12_121409533_121410033	0	0	0	0
chr12_121438635_121439135	0	0	0	0
chr12_121454052_121454552	1	0	1	1
chr12_121476689_121477189	0	0	1	0
chr12_121497743_121498243	0	0	1	0
chr12_121516959_121517459	0	0	0	0
chr12_121530812_121531312	0	0	0	0
chr12_121533692_121534192	0	0	0	0
chr12_121566762_121567262	1	1	1	0
chr12_121647823_121648323	0	0	1	0
chr12_121662322_121662822	0	0	0	0
chr12_121678269_121678769	0	1	1	1
chr12_121716115_121716615	0	0	0	0
chr12_121734406_121734906	0	0	1	0
chr12_121772499_121772999	0	0	0	0
chr12_121789901_121790401	1	1	1	1
chr12_121837573_121838073	1	1	1	1
chr12_121838609_121839109	0	0	0	0
chr12_121905076_121905576	0	0	1	0
chr12_121937621_121938121	0	0	0	0
chr12_121968475_121968975	0	0	1	0
chr12_121972472_121972972	0	0	1	1
chr12_121973988_121974488	0	0	0	0
chr12_121990450_121990950	0	0	0	0
chr12_121995530_121996030	0	0	0	0
chr12_122018049_122018549	0	0	0	0
chr12_122028134_122028634	1	1	1	1
chr12_122049097_122049597	0	0	0	0
chr12_122064226_122064726	0	0	1	0
chr12_122065114_122065614	0	0	0	0
chr12_122087613_122088113	1	0	0	0
chr12_122096632_122097132	0	1	0	0
chr12_122101692_122102192	1	0	0	0
chr12_122109658_122110158	0	1	1	0
chr12_122110441_122110941	0	1	0	0
chr12_122124752_122125252	1	1	1	1
chr12_122150405_122150905	0	0	0	0
chr12_122156565_122157065	0	0	0	0
chr12_122211049_122211549	0	0	0	0
chr12_122227727_122228227	0	0	1	0
chr12_122231987_122232487	0	1	1	0
chr12_122240698_122241198	0	1	1	0
chr12_122269690_122270190	0	0	0	0
chr12_122277351_122277851	1	1	1	1
chr12_122326560_122327060	1	0	1	1
chr12_122332000_122332500	0	0	0	0
chr12_122356187_122356687	1	1	1	1
chr12_122406644_122407144	0	0	0	0
chr12_122418350_122418850	0	0	0	0
chr12_122442242_122442742	1	0	0	0
chr12_122469427_122469927	0	0	0	0
chr12_122492172_122492672	0	1	0	0
chr12_122501877_122502377	1	0	0	0
chr12_122516362_122516862	0	0	1	0
chr12_122518281_122518781	0	0	0	0
chr12_122640124_122640624	1	0	0	0
chr12_122675354_122675854	0	0	0	0
chr12_122688100_122688600	0	0	1	0
chr12_122710603_122711103	1	1	1	1
chr12_122729110_122729610	0	0	1	0
chr12_122750812_122751312	1	0	1	0
chr12_122751332_122751832	1	0	1	0
chr12_122757277_122757777	0	0	0	0
chr12_122820523_122821023	0	0	0	0
chr12_122825760_122826260	0	0	0	1
chr12_122840628_122841128	0	0	0	0
chr12_122883955_122884455	0	0	0	0
chr12_122906899_122907399	0	0	0	0
chr12_122937799_122938299	1	0	0	0
chr12_122938346_122938846	0	0	0	0
chr12_122985299_122985799	1	1	1	1
chr12_123011229_123011729	1	1	1	1
chr12_123131341_123131841	0	1	1	0
chr12_123144087_123144587	0	0	0	0
chr12_123145101_123145601	0	0	0	0
chr12_123187635_123188135	0	0	0	0
chr12_123214790_123215290	0	0	0	0
chr12_123237126_123237626	1	0	1	0
chr12_123259191_123259691	0	1	1	0
chr12_123278149_123278649	0	0	1	0
chr12_123319386_123319886	0	0	0	0
chr12_123321103_123321603	0	0	0	0
chr12_123344689_123345189	0	0	0	0
chr12_123358498_123358998	0	0	0	0
chr12_123372717_123373217	1	0	1	1
chr12_123380490_123380990	0	0	1	0
chr12_123383170_123383670	1	0	0	0
chr12_123436803_123437303	0	0	0	0
chr12_123450803_123451303	0	0	1	0
chr12_123458979_123459479	1	1	1	0
chr12_123459496_123459996	1	0	1	0
chr12_123525628_123526128	0	0	0	0
chr12_123528087_123528587	1	0	0	0
chr12_123543722_123544222	0	0	0	0
chr12_123560268_123560768	0	0	1	0
chr12_123604289_123604789	0	0	0	0
chr12_123616459_123616959	1	0	1	0
chr12_123635430_123635930	0	0	0	0
chr12_123707654_123708154	0	0	1	0
chr12_123717395_123717895	1	1	1	1
chr12_123726612_123727112	0	0	0	0
chr12_123755522_123756022	0	0	0	0
chr12_123849399_123849899	1	0	1	1
chr12_123850141_123850641	1	1	1	0
chr12_123868256_123868756	1	1	1	1
chr12_123873113_123873613	0	0	0	0
chr12_123896821_123897321	0	0	0	0
chr12_123911549_123912049	0	0	0	0
chr12_123912326_123912826	0	0	0	0
chr12_123920949_123921449	0	1	1	0
chr12_123932863_123933363	0	1	1	0
chr12_123942893_123943393	1	0	1	0
chr12_123961255_123961755	0	0	0	0
chr12_124018090_124018590	0	0	0	0
chr12_124054925_124055425	0	0	0	0
chr12_124068786_124069286	0	0	1	0
chr12_124086431_124086931	0	0	1	0
chr12_124102979_124103479	0	0	0	0
chr12_124118084_124118584	1	1	1	0
chr12_124155364_124155864	0	0	1	0
chr12_124181163_124181663	0	0	0	0
chr12_124196470_124196970	0	0	1	0
chr12_124216007_124216507	0	0	0	0
chr12_124326397_124326897	0	0	0	0
chr12_124385427_124385927	0	0	0	0
chr12_124395387_124395887	1	0	0	0
chr12_124416129_124416629	0	0	1	0
chr12_124456138_124456638	0	0	0	0
chr12_124457418_124457918	1	0	0	0
chr12_124468321_124468821	0	0	0	0
chr12_124479369_124479869	0	0	0	0
chr12_124492322_124492822	0	0	0	0
chr12_124529381_124529881	1	0	0	0
chr12_124708303_124708803	1	0	0	0
chr12_124793821_124794321	0	0	0	0
chr12_124796002_124796502	0	0	0	0
chr12_124805461_124805961	0	0	0	0
chr12_124875142_124875642	0	0	0	0
chr12_124937947_124938447	0	0	1	0
chr12_124941836_124942336	0	0	0	0
chr12_124950654_124951154	1	0	1	0
chr12_124964808_124965308	0	0	0	0
chr12_124997109_124997609	0	0	0	0
chr12_125027541_125028041	0	0	0	0
chr12_125050976_125051476	0	0	0	0
chr12_125052049_125052549	1	0	0	0
chr12_125093552_125094052	0	0	1	0
chr12_125120747_125121247	0	0	0	0
chr12_125137710_125138210	0	0	0	0
chr12_125142913_125143413	0	0	0	0
chr12_125172269_125172769	0	0	0	0
chr12_125198194_125198694	0	1	0	0
chr12_125211783_125212283	0	0	0	0
chr12_125220751_125221251	0	0	0	0
chr12_125239984_125240484	1	0	0	0
chr12_125251455_125251955	0	0	0	0
chr12_125256323_125256823	0	0	0	0
chr12_125258638_125259138	0	0	0	0
chr12_125331141_125331641	0	0	0	0
chr12_125348343_125348843	0	0	0	0
chr12_125382905_125383405	1	0	0	0
chr12_125391280_125391780	0	0	1	0
chr12_125401840_125402340	1	1	1	1
chr12_125411974_125412474	0	0	1	0
chr12_125423998_125424498	1	0	1	0
chr12_125425080_125425580	1	0	1	0
chr12_125463572_125464072	0	0	0	0
chr12_125473476_125473976	0	0	1	0
chr12_125477315_125477815	0	0	0	0
chr12_125477877_125478377	0	0	0	0
chr12_125533972_125534472	0	0	1	1
chr12_125549670_125550170	0	0	0	0
chr12_125662651_125663151	0	0	0	0
chr12_125667645_125668145	0	0	0	0
chr12_125670636_125671136	0	0	0	0
chr12_125687608_125688108	0	0	0	0
chr12_126168303_126168803	0	0	0	0
chr12_126173180_126173680	0	0	0	0
chr12_126227973_126228473	0	0	0	0
chr12_126326626_126327126	0	0	0	0
